"jname","ndup","ra","dec","file","root","nGr","Grating","grade","zfit","z","comment","References","nRef","sn50","wmin","wmax","Lya","Ha","OIII","L_Ha","L_OIII","HST","NIRCam","slit","FITS","Fnu","Flam"
"j001424.33m302319.28","1","3.601358","-30.388689","abell2744-ddt-v2_prism-clear_2756_80012.spec.fits","abell2744-ddt-v2","0","","1","0.966","0.9659","","-","0","-0.04","0.61","5.28","","1.1","1.6","39.76","40.01","","","","FITS   zfit   spl","",""
"j001416.45m302357.30","1","3.568533","-30.39925","abell2744-ddt-v2_prism-clear_2756_80051.spec.fits","abell2744-ddt-v2","0","","1","0.0854","0.0854","","-","0","1.76","0.61","5.28","","-0.7","","","","","","","FITS   zfit   spl","",""
"j001416.21m302422.42","1","3.567546","-30.406228","abell2744-ddt-v2_prism-clear_2756_80075.spec.fits","abell2744-ddt-v2","0","","3","4.6264","4.6264","Redshifts match v1 grade=3","-","0","1.04","0.61","5.28","4.5","20","","41.93","42.08","","","","FITS   zfit   spl","",""
"j001424.60m302327.13","1","3.602504","-30.390868","abell2744-ddt-v2_prism-clear_2756_80095.spec.fits","abell2744-ddt-v2","0","","3","3.6533","3.6533","Redshifts match v1 grade=3","-","0","0.33","0.61","5.28","","11.7","8.5","41.64","41.79","","","","FITS   zfit   spl","",""
"j001421.64m302331.85","1","3.590175","-30.39218","abell2744-ddt-v2_prism-clear_2756_80119.spec.fits","abell2744-ddt-v2","0","","1","0.145","0.145","","-","0","0.03","0.61","5.28","","2.5","","38.36","","","","","FITS   zfit   spl","",""
"j001424.08m302312.29","1","3.600328","-30.386748","abell2744-ddt-v2_prism-clear_2756_80142.spec.fits","abell2744-ddt-v2","0","","2","3.2269","3.2269",";","-","0","0.37","0.61","5.28","","5.7","2.6","41.19","41.1","","","","FITS   zfit   spl","",""
"j001422.02m302501.28","1","3.591741","-30.417022","abell2744-ddt-v2_prism-clear_2756_-8.spec.fits","abell2744-ddt-v2","0","","1","5.9149","5.9149","","-","0","0.01","0.61","5.28","-0.1","2.9","","41.47","27.8","","","","FITS   zfit   spl","",""
"j001424.54m302321.49","1","3.602269","-30.389303","abell2744-ddt-v2_prism-clear_2756_90005.spec.fits","abell2744-ddt-v2","0","","3","2.476","2.476","Redshifts match v1 grade=3","-","0","10.77","0.61","5.28","","40.6","53","42.51","42.93","","","","FITS   zfit   spl","",""
"j001425.71m302344.24","1","3.60711","-30.395621","abell2744-ddt-v2_prism-clear_2756_90012.spec.fits","abell2744-ddt-v2","0","","3","3.0003","3.0003","Redshifts match v1 grade=3","-","0","8.48","0.61","5.28","","48","53.8","42.41","42.78","","","","FITS   zfit   spl","",""
"j001416.57m302424.92","1","3.569032","-30.406923","abell2744-ddt-v2_prism-clear_2756_90026.spec.fits","abell2744-ddt-v2","0","","3","1.4586","1.4586","Redshifts match v1 grade=3","-","0","18.38","0.61","5.28","","10.7","4","41.39","41","","","","FITS   zfit   spl","",""
"j001421.75m302323.49","1","3.590617","-30.389859","abell2744-ddt-v2_prism-clear_2756_90031.spec.fits","abell2744-ddt-v2","0","","3","1.1599","1.1599","Redshifts match v1 grade=3","-","0","3.82","0.61","5.28","","5","7.7","40.9","41.24","","","","FITS   zfit   spl","",""
"j001419.35m302308.78","1","3.580629","-30.385771","abell2744-ddt-v2_prism-clear_2756_-9.spec.fits","abell2744-ddt-v2","0","","1","0.2046","0.2046","","-","0","24.95","0.61","5.28","","","","","","","","","FITS   zfit   spl","",""
"j031345.19m671217.81","1","48.438309","-67.204948","borg-0314m6712-v2_prism-clear_1747_1039.spec.fits","borg-0314m6712-v2","0","","3","1.7199","1.7199","","-","0","4.79","0.61","5.28","","8.7","7.1","41.22","41.24","","","","FITS   zfit   spl","",""
"j031353.68m671218.31","1","48.473686","-67.205086","borg-0314m6712-v2_prism-clear_1747_1067.spec.fits","borg-0314m6712-v2","0","","3","1.5589","1.5589","","-","0","3.39","0.61","5.28","","9.8","13.4","41.08","41.34","","","","FITS   zfit   spl","",""
"j031335.91m671206.91","1","48.399609","-67.20192","borg-0314m6712-v2_prism-clear_1747_1086.spec.fits","borg-0314m6712-v2","0","","3","1.1271","1.1271","","-","0","18.12","0.61","5.28","","0","0.2","","39.64","","","","FITS   zfit   spl","",""
"j031349.47m671319.12","1","48.456123","-67.221977","borg-0314m6712-v2_prism-clear_1747_116.spec.fits","borg-0314m6712-v2","0","","2","3.0644","3.0644","","-","0","0.31","0.61","5.28","","2.4","1.9","40.77","40.96","","","","FITS   zfit   spl","",""
"j031345.60m671215.04","1","48.440018","-67.204178","borg-0314m6712-v2_prism-clear_1747_1191.spec.fits","borg-0314m6712-v2","0","","1","2.4694","2.4694","","-","0","0.77","0.61","5.28","","2.2","3.8","40.51","40.92","","","","FITS   zfit   spl","",""
"j031334.59m671214.10","1","48.394112","-67.203918","borg-0314m6712-v2_prism-clear_1747_1214.spec.fits","borg-0314m6712-v2","0","","1","7.7319","7.7318","","-","0","-0.11","4.1","5.28","","","","","41.96","","","","FITS   zfit   spl","",""
"j031330.15m671211.77","1","48.375641","-67.20327","borg-0314m6712-v2_prism-clear_1747_1257.spec.fits","borg-0314m6712-v2","0","","3","5.8894","5.8894","","-","0","0.51","0.61","5.28","0","5.3","","41.81","41.98","","","","FITS   zfit   spl","",""
"j031345.49m671211.25","1","48.439545","-67.203125","borg-0314m6712-v2_prism-clear_1747_1303.spec.fits","borg-0314m6712-v2","0","","3","4.8432","4.8432","","-","0","0.99","0.61","5.28","-2","14.1","","41.86","42.15","","","","FITS   zfit   spl","",""
"j031334.27m671210.18","1","48.392803","-67.202827","borg-0314m6712-v2_prism-clear_1747_1327.spec.fits","borg-0314m6712-v2","0","","1","5.4082","5.4082","","-","0","0.08","2.64","5.28","","2.2","","41.28","40.97","","","","FITS   zfit   spl","",""
"j031350.14m671208.31","1","48.458927","-67.202309","borg-0314m6712-v2_prism-clear_1747_1372.spec.fits","borg-0314m6712-v2","0","","2","1.6783","1.6783","","-","0","2.56","0.61","5.28","","0.9","1.1","40.08","40.3","","","","FITS   zfit   spl","",""
"j031333.87m671147.85","1","48.39114","-67.196625","borg-0314m6712-v2_prism-clear_1747_1643.spec.fits","borg-0314m6712-v2","0","","3","0.7468","0.7468","","-","0","81.21","1.75","5.28","","","","","","","","","FITS   zfit   spl","",""
"j031345.49m671117.91","1","48.439556","-67.188309","borg-0314m6712-v2_prism-clear_1747_1930.spec.fits","borg-0314m6712-v2","0","","1","4.7574","4.7573","","-","0","0.03","0.61","5.28","-0.9","1.7","","40.91","40.88","","","","FITS   zfit   spl","",""
"j031333.07m671155.39","1","48.3878","-67.198719","borg-0314m6712-v2_prism-clear_1747_-1.spec.fits","borg-0314m6712-v2","0","","1","0.4848","0.4848","","-","0","0.56","1.08","5.28","","","","","","","","","FITS   zfit   spl","",""
"j031345.23m671104.18","1","48.438438","-67.184494","borg-0314m6712-v2_prism-clear_1747_2014.spec.fits","borg-0314m6712-v2","0","","1","0.0547","0.0547","","-","0","0.22","0.61","5.28","","1","","36.9","","","","","FITS   zfit   spl","",""
"j031350.64m671305.52","1","48.460991","-67.218201","borg-0314m6712-v2_prism-clear_1747_231.spec.fits","borg-0314m6712-v2","0","","3","2.7591","2.7591","","-","0","3.04","0.61","5.28","","9.6","7.6","41.51","41.61","","","","FITS   zfit   spl","",""
"j031343.56m671106.37","1","48.431511","-67.185104","borg-0314m6712-v2_prism-clear_1747_2485.spec.fits","borg-0314m6712-v2","0","","3","2.0848","2.0848","","-","0","8.85","0.61","5.28","","6.8","8","41.28","41.43","","","","FITS   zfit   spl","",""
"j031345.64m671058.00","1","48.440147","-67.182777","borg-0314m6712-v2_prism-clear_1747_2526.spec.fits","borg-0314m6712-v2","0","","1","1.7535","1.7535","","-","0","0.74","0.61","5.28","","1.4","-0.7","40.34","","","","","FITS   zfit   spl","",""
"j031351.71m671300.08","1","48.465454","-67.21669","borg-0314m6712-v2_prism-clear_1747_282.spec.fits","borg-0314m6712-v2","0","","3","3.2711","3.2711","","-","0","2.36","0.61","5.28","","6.3","3.8","41.29","41.31","","","","FITS   zfit   spl","",""
"j031339.65m671259.34","1","48.415222","-67.216484","borg-0314m6712-v2_prism-clear_1747_319.spec.fits","borg-0314m6712-v2","0","","2","4.604","4.604","","-","0","0.29","0.61","4.96","-1.1","2.9","","41.14","41.25","","","","FITS   zfit   spl","",""
"j031333.50m671153.32","1","48.389573","-67.198146","borg-0314m6712-v2_prism-clear_1747_-3.spec.fits","borg-0314m6712-v2","0","","1","8.4449","8.4449","","-","0","0.42","1.45","5.28","","","","","41.85","","","","FITS   zfit   spl","",""
"j031340.84m671250.03","1","48.420162","-67.213898","borg-0314m6712-v2_prism-clear_1747_433.spec.fits","borg-0314m6712-v2","0","","1","0.8542","0.8542","","-","0","1.75","0.61","5.28","","3.9","2.1","40.27","40.13","","","","FITS   zfit   spl","",""
"j031349.29m671249.70","1","48.455391","-67.213806","borg-0314m6712-v2_prism-clear_1747_449.spec.fits","borg-0314m6712-v2","0","","2","9.1714","9.1714","","-","0","0.43","0.61","5.28","1.4","","","","42.17","","","","FITS   zfit   spl","",""
"j031347.91m671324.06","1","48.449608","-67.223351","borg-0314m6712-v2_prism-clear_1747_44.spec.fits","borg-0314m6712-v2","0","","3","1.7971","1.7971","","-","0","88.68","0.61","5.28","","-1.4","-4.4","","","","","","FITS   zfit   spl","",""
"j031346.41m671055.10","1","48.443371","-67.181971","borg-0314m6712-v2_prism-clear_1747_50206.spec.fits","borg-0314m6712-v2","0","","2","0.1706","0.1706","","-","0","25.37","0.61","5.28","","1.2","","38.85","","","","","FITS   zfit   spl","",""
"j031351.76m671245.31","1","48.465668","-67.212585","borg-0314m6712-v2_prism-clear_1747_516.spec.fits","borg-0314m6712-v2","0","","3","3.3478","3.3478","","-","0","0.79","0.61","5.28","","14.6","15.1","41.7","41.93","","","","FITS   zfit   spl","",""
"j031347.74m671243.96","1","48.448925","-67.212212","borg-0314m6712-v2_prism-clear_1747_527.spec.fits","borg-0314m6712-v2","0","","2","1.0462","1.0462",";","-","0","2.23","0.61","5.28","","4.5","1.7","40.38","40.03","","","","FITS   zfit   spl","",""
"j031340.49m671244.10","1","48.41869","-67.21225","borg-0314m6712-v2_prism-clear_1747_528.spec.fits","borg-0314m6712-v2","0","","3","6.0215","6.0215","","-","0","2.02","0.61","5.16","0.1","8.8","","42.1","42.42","","","","FITS   zfit   spl","",""
"j031342.87m671241.49","2","48.428638","-67.211555","borg-0314m6712-v2_prism-clear_1747_587.spec.fits","borg-0314m6712-v2","0","","3","6.5126","6.5126","","-","0","0.34","0.61","5.28","-0.1","4.2","","41.96","41.97","","","","FITS   zfit   spl","",""
"j031342.30m671256.18","1","48.426233","-67.215606","borg-0314m6712-v2_prism-clear_1747_-5.spec.fits","borg-0314m6712-v2","0","","3","6.5223","6.5223","","-","0","4.84","0.61","5.28","-1","24.6","","42.83","42.83","","","","FITS   zfit   spl","",""
"j031334.71m671231.46","1","48.394615","-67.20874","borg-0314m6712-v2_prism-clear_1747_604.spec.fits","borg-0314m6712-v2","0","","3","1.1134","1.1134","","-","0","42.94","0.61","5.28","","","","","","","","","FITS   zfit   spl","",""
"j031347.93m671234.92","1","48.449615","-67.209724","borg-0314m6712-v2_prism-clear_1747_676.spec.fits","borg-0314m6712-v2","0","","3","7.1244","0","cool dwarf","GRBo21  z=N/A","1","12.34","0.61","5.28","4.2","","","","42.25","","","","FITS   zfit   spl","",""
"j031354.28m671231.14","1","48.476147","-67.208649","borg-0314m6712-v2_prism-clear_1747_683.spec.fits","borg-0314m6712-v2","0","","3","2.3377","2.3377","","-","0","33.98","0.61","5.28","","4.3","-4.7","41.53","","","","","FITS   zfit   spl","",""
"j031351.28m671235.56","1","48.46365","-67.209877","borg-0314m6712-v2_prism-clear_1747_684.spec.fits","borg-0314m6712-v2","0","","3","2.3294","2.3293","","-","0","1.11","0.61","5.28","","11.5","18.3","41.51","41.93","","","","FITS   zfit   spl","",""
"j031347.32m671307.60","2","48.447187","-67.218778","borg-0314m6712-v2_prism-clear_1747_-6.spec.fits","borg-0314m6712-v2","0","","2","5.4849","5.4849","","-","0","-0.19","0.61","5.28","-2.5","1.6","","41.1","41.42","","","","FITS   zfit   spl","",""
"j031342.70m671232.81","1","48.427937","-67.209114","borg-0314m6712-v2_prism-clear_1747_750.spec.fits","borg-0314m6712-v2","0","","1","1.4137","1.4137","","-","0","0.83","0.61","5.28","","-0.6","0.5","","39.77","","","","FITS   zfit   spl","",""
"j031350.66m671231.30","1","48.461098","-67.208694","borg-0314m6712-v2_prism-clear_1747_797.spec.fits","borg-0314m6712-v2","0","","2","8.5858","8.5858","","-","0","0.34","0.61","5.28","0.6","","","","41.83","","","","FITS   zfit   spl","",""
"j031354.00m671225.89","1","48.475018","-67.207191","borg-0314m6712-v2_prism-clear_1747_798.spec.fits","borg-0314m6712-v2","0","","3","2.3323","2.3323","","-","0","41.02","0.61","5.28","","0.6","-2.8","40.94","","","","","FITS   zfit   spl","",""
"j031330.32m671228.22","1","48.376331","-67.20784","borg-0314m6712-v2_prism-clear_1747_847.spec.fits","borg-0314m6712-v2","0","","1","1.4632","1.4632","","-","0","1.4","0.61","5.28","","1.1","1.9","40.1","40.44","","","","FITS   zfit   spl","",""
"j031334.34m671224.02","1","48.393093","-67.206673","borg-0314m6712-v2_prism-clear_1747_895.spec.fits","borg-0314m6712-v2","0","","3","2.2068","2.2068","","-","0","7.44","2.98","5.28","","","","","","","","","FITS   zfit   spl","",""
"j031348.22m671314.90","1","48.450935","-67.220805","borg-0314m6712-v2_prism-clear_1747_-8.spec.fits","borg-0314m6712-v2","0","","1","0.9575","0.9575","","-","0","-0.14","0.62","5.28","","0.2","3.3","39.22","40.49","","","","FITS   zfit   spl","",""
"j031332.93m671225.61","1","48.387192","-67.207115","borg-0314m6712-v2_prism-clear_1747_911.spec.fits","borg-0314m6712-v2","0","","1","0.9493","0.9493","","-","0","0.84","1.72","5.28","","","","","","","","","FITS   zfit   spl","",""
"j031355.53m671224.02","1","48.48138","-67.206673","borg-0314m6712-v2_prism-clear_1747_954.spec.fits","borg-0314m6712-v2","0","","1","1.5314","1.5314","","-","0","1.35","0.61","5.28","","0.6","3.1","39.83","40.61","","","","FITS   zfit   spl","",""
"j031333.04m671223.86","1","48.387669","-67.206627","borg-0314m6712-v2_prism-clear_1747_962.spec.fits","borg-0314m6712-v2","0","","1","7.7783","7.7782","","-","0","0.16","1.72","5.28","","","","","42.31","","","","FITS   zfit   spl","",""
"j031352.29m671257.80","1","48.46789","-67.216057","borg-0314m6712-v2_prism-clear_1747_-9.spec.fits","borg-0314m6712-v2","0","","2","7.0961","7.0961","","-","0","0.15","0.61","5.28","0.8","","","","41.78","","","","FITS   zfit   spl","",""
"j085919.67p411515.44","1","134.83197","41.254288","borg-0859p4114-v2_prism-clear_1747_1009.spec.fits","borg-0859p4114-v2","0","","1","0.7824","0.7824","","-","0","1.16","0.61","5.28","","-0.1","1.3","","39.77","","","","FITS   zfit   spl","",""
"j085918.07p411514.61","1","134.8253","41.254059","borg-0859p4114-v2_prism-clear_1747_1014.spec.fits","borg-0859p4114-v2","0","","2","0.6822","0.6822",";","-","0","6.63","0.61","5.28","","1.9","4.5","39.69","40.11","","","","FITS   zfit   spl","",""
"j085917.70p411506.29","1","134.82376","41.251747","borg-0859p4114-v2_prism-clear_1747_1068.spec.fits","borg-0859p4114-v2","0","","3","1.2097","1.2098","","-","0","6.64","0.61","5.28","","4.4","4.6","40.57","40.67","","","","FITS   zfit   spl","",""
"j085920.40p411511.29","1","134.83499","41.253136","borg-0859p4114-v2_prism-clear_1747_1077.spec.fits","borg-0859p4114-v2","0","","3","2.7068","2.7068","Redshifts match v1 grade=3","-","0","1.89","0.61","5.28","","6.9","6.4","41.24","41.53","","","","FITS   zfit   spl","",""
"j085918.43p411322.67","1","134.8268","41.222965","borg-0859p4114-v2_prism-clear_1747_107.spec.fits","borg-0859p4114-v2","0","","3","2.4031","2.4031","","-","0","4.47","0.61","5.28","","5.6","4.4","41.49","41.51","","","","FITS   zfit   spl","",""
"j085918.58p411457.87","1","134.82741","41.249409","borg-0859p4114-v2_prism-clear_1747_1148.spec.fits","borg-0859p4114-v2","0","","3","3.1598","3.1598","Redshifts match v1 grade=3","-","0","1.06","0.61","5.28","","4.4","5.3","41.35","41.73","","","","FITS   zfit   spl","",""
"j085919.47p411504.24","1","134.83112","41.251179","borg-0859p4114-v2_prism-clear_1747_1163.spec.fits","borg-0859p4114-v2","0","","3","3.02","3.02","Redshifts match v1 grade=3","-","0","3.19","0.61","5.28","","20.4","19.9","41.77","42.06","","","","FITS   zfit   spl","",""
"j085919.96p411259.37","1","134.83316","41.216492","borg-0859p4114-v2_prism-clear_1747_11.spec.fits","borg-0859p4114-v2","0","","1","0.5869","0.5869","","-","0","2.27","0.61","5.28","","1.4","1.4","39.46","39.45","","","","FITS   zfit   spl","",""
"j085916.38p411450.62","1","134.81825","41.247395","borg-0859p4114-v2_prism-clear_1747_1221.spec.fits","borg-0859p4114-v2","0","","3","2.6998","2.6998","Redshifts match v1 grade=3","-","0","7.77","0.61","5.28","","22.3","14.1","41.9","41.94","","","","FITS   zfit   spl","",""
"j085915.23p411451.76","1","134.81345","41.247711","borg-0859p4114-v2_prism-clear_1747_1249.spec.fits","borg-0859p4114-v2","0","","1","0.5614","0.5614","","-","0","1.78","0.61","5.28","","-0.2","-0.8","","","","","","FITS   zfit   spl","",""
"j085917.29p411441.82","1","134.82205","41.244949","borg-0859p4114-v2_prism-clear_1747_1319.spec.fits","borg-0859p4114-v2","0","","3","3.4361","3.4361","Redshifts match v1 grade=3","-","0","5","0.61","5.28","","17.4","21","41.87","42.27","","","","FITS   zfit   spl","",""
"j085922.28p411324.90","1","134.84285","41.223583","borg-0859p4114-v2_prism-clear_1747_135.spec.fits","borg-0859p4114-v2","0","","3","1.9002","1.9002","Redshifts match v1 grade=3","-","0","3.2","0.61","5.28","","7.1","5","41.09","41.1","","","","FITS   zfit   spl","",""
"j085917.33p411325.05","1","134.82222","41.223625","borg-0859p4114-v2_prism-clear_1747_138.spec.fits","borg-0859p4114-v2","0","","3","7.1782","7.1782","Redshifts match v1 grade=3","-","0","1.82","0.61","5.28","-2.2","","","","42.79","","","","FITS   zfit   spl","",""
"j085918.01p411325.55","1","134.82506","41.223763","borg-0859p4114-v2_prism-clear_1747_142.spec.fits","borg-0859p4114-v2","0","","3","1.8021","1.8021","Redshifts match v1 grade=3","-","0","5.06","0.61","5.28","","1.5","0.3","40.51","39.9","","","","FITS   zfit   spl","",""
"j085919.80p411333.96","1","134.83249","41.226101","borg-0859p4114-v2_prism-clear_1747_190.spec.fits","borg-0859p4114-v2","0","","1","1.678","1.678","","-","0","1.41","0.61","5.28","","-0.2","1.1","","40.45","","","","FITS   zfit   spl","",""
"j085922.79p411335.34","1","134.84496","41.226482","borg-0859p4114-v2_prism-clear_1747_196.spec.fits","borg-0859p4114-v2","0","","1","1.644","1.644","","-","0","1.31","0.61","5.28","","-0.8","1.6","","40.66","","","","FITS   zfit   spl","",""
"j085917.97p411304.40","1","134.82487","41.217888","borg-0859p4114-v2_prism-clear_1747_23.spec.fits","borg-0859p4114-v2","0","","3","1.4065","1.4065","Redshifts match v1 grade=3","-","0","3.42","0.61","5.28","","1.3","6","40.37","41.1","","","","FITS   zfit   spl","",""
"j085916.07p411346.07","1","134.81697","41.229465","borg-0859p4114-v2_prism-clear_1747_310.spec.fits","borg-0859p4114-v2","0","","1","4.5766","4.5766","","-","0","-0.05","0.61","5.28","-1","3.1","","41.21","","","","","FITS   zfit   spl","",""
"j085921.49p411312.06","1","134.83955","41.220016","borg-0859p4114-v2_prism-clear_1747_36.spec.fits","borg-0859p4114-v2","0","","3","0.9132","0.9132","","-","0","24.37","0.61","5.28","","2.6","0.2","40.81","39.79","","","","FITS   zfit   spl","",""
